name_document,len_tess,len_llm,levenshtein_distance,normalized_levenshtein,jaro_winkler_similarity,word_error_rate,sequence_matcher_ratio,length_difference,key,layout,binary
rsc37_rsc176_516.txt,3027,2593,1026,0.3389494549058474,0.771168190884486,0.6346153846153846,0.23416370106761566,-434,normal,0,0
rsc37_rsc176_686.txt,2406,1859,1464,0.6084788029925187,0.752871468252247,0.7938388625592417,0.2030480656506448,-547,normal,0,0
rsc37_rsc176_598.txt,3225,2274,1886,0.5848062015503876,0.7222474108759815,0.8217993079584776,0.18112384069830878,-951,normal,0,0
rsc37_rsc176_560.txt,3114,3045,194,0.06229929351316635,0.8256092259554274,0.22932330827067668,0.7056340314986199,-69,normal,0,0
rsc37_rsc176_648.txt,3989,3697,733,0.18375532714966156,0.8085437988483496,0.4590909090909091,0.5451470205568566,-292,normal,0,0
rsc37_rsc176_708.txt,74,528,475,0.8996212121212122,0.5025935025935026,3.761904761904762,0.029900332225913623,454,normal,0,0
rsc37_rsc176_501.txt,3164,3046,720,0.22756005056890014,0.7968328331995608,0.5146771037181996,0.2640901771336554,-118,normal,0,0
rsc37_rsc176_364.txt,568,541,184,0.323943661971831,0.7386052629786364,0.5,0.6293958521190262,-27,normal,0,0
rsc37_rsc176_336.txt,3009,3133,1085,0.34631343759974464,0.776622841836376,0.6743362831858407,0.37154021491370887,124,normal,0,0
rsc37_rsc176_702.txt,1913,1320,1312,0.6858337689492943,0.6864675985072802,0.9004524886877828,0.05567584287039901,-593,normal,0,0
rsc37_rsc176_830.txt,3581,2399,1727,0.4822675230382575,0.7242932304587159,0.6903973509933775,0.1782608695652174,-1182,normal,0,0
rsc37_rsc176_734.txt,3178,3172,583,0.18344870988042794,0.8097134911207351,0.4543859649122807,0.5099212598425197,-6,normal,0,0
rsc37_rsc176_635.txt,3001,2968,512,0.17060979673442186,0.816992171843521,0.4321705426356589,0.4597084938850729,-33,normal,0,0
rsc37_rsc176_490.txt,1566,1480,743,0.47445721583652617,0.7633032310012551,0.7643097643097643,0.3355219960604071,-86,normal,0,0
rsc37_rsc176_725.txt,2872,3014,1209,0.4011280690112807,0.7653735832312248,0.6117216117216118,0.15086646279306828,142,normal,0,0
rsc37_rsc176_728.txt,3373,3278,676,0.2004150607767566,0.8117343834755649,0.4914383561643836,0.4432416178018343,-95,normal,0,0
